Store_ID,City,Sales,Customer_Count,Coupon_Code_Usage,Coupon_Discount,Stock_Shortage_Flag,Customer_Complaints,Inventory_Level,Month,Year
19,Pune,406150,1548,419,305,1,84,8817,October,2023
92,Delhi,309568,1515,669,409,0,20,12683,April,2024
58,Ahmedabad,369278,878,657,458,1,12,12336,June,2023
55,Jaipur,201563,313,1,378,0,32,16596,September,2023
90,Chennai,182413,1814,944,499,1,23,3093,November,2024
90,Kolkata,225695,1211,588,483,0,10,13905,November,2023
62,Jaipur,140327,1676,643,98,0,16,9367,February,2024
23,Delhi,443554,500,89,341,0,67,6285,November,2024
9,Ahmedabad,252503,687,344,431,0,46,11896,July,2024
12,Delhi,193326,988,349,373,0,24,5937,June,2024
1,Hyderabad,232932,1169,458,127,1,93,17753,February,2024
58,Mumbai,61344,1795,262,154,0,72,19202,August,2023
1,Chennai,444966,1586,350,218,0,20,19485,July,2023
34,Surat,497972,691,107,266,0,83,13977,November,2023
96,Mumbai,117957,1433,585,427,1,82,19163,May,2024
48,Surat,155423,1209,38,168,0,82,8674,December,2024
89,Ahmedabad,370197,191,908,239,0,11,18748,May,2024
1,Pune,196968,1783,158,304,0,36,4676,July,2024
16,Kolkata,236833,772,582,419,0,41,3426,September,2023
61,Bangalore,243624,813,958,315,0,16,3962,November,2023
64,Mumbai,301147,1035,311,198,1,47,1859,September,2024
63,Chennai,127454,341,240,213,0,27,13048,September,2024
69,Delhi,307594,1988,937,189,1,40,5138,June,2023
22,Chennai,402744,101,444,396,0,98,3424,October,2024
93,Ahmedabad,434876,324,297,307,0,46,11409,June,2024
67,Surat,471151,900,951,423,1,17,5017,March,2024
